comments,date_created,days_posted,likes,slide_id,total_images,total_slides,tweets,url,views
10,2015-12-20,237,476,56312017,168,135,94,http://www.slideshare.net/3wpr/the-current-state-of-consumer-digital-health,63854
6,2010-03-07,2351,25,3355442,85,52,1,http://www.slideshare.net/opencontent/wiley-slidesv5,56539
12,2015-01-25,566,154,43881757,92,59,85,http://www.slideshare.net/mariusursache/disciplined-entrepreneurship-an-introduction,21649
2,2007-06-22,3340,19,68349,42,12,0,http://www.slideshare.net/plandeen/technology-presentation,73229
1,2013-09-19,1059,37,26354281,53,24,1,http://www.slideshare.net/HareeshSasidharan/quality-assurance-26354281,31471
1,2014-04-24,842,1,33919543,78,53,2,http://www.slideshare.net/mathert/helping-vs-telling-the-press-releases-next-chapter,1914
6,2008-08-09,2926,52,548096,58,25,0,http://www.slideshare.net/tarun_arya/business-plan-for-arya-travel-agency,31818
0,2012-11-15,1367,5,15197037,57,29,0,http://www.slideshare.net/reneemacdonald/tools-for-evaluating-the-effectiveness-of-your-teaching-technique-1,4042
17,2016-03-29,137,253,60167406,32,55,24,http://www.slideshare.net/LinkedInPulse/fbi-unlocks-that-iphonewithout-apple-yahoo-sets-a-deadline-for-buyers-click-to-watch-todays-top-headlines,125133
0,2015-05-13,458,10,48087677,97,69,6,http://www.slideshare.net/OECDEDU/universal-basic-skills-what-countries-stand-to-gain,24360
3,2014-11-17,635,346,41669227,69,38,82,http://www.slideshare.net/adamchristian/the-black-magic-of-engineering-management,93883
14,2014-07-23,752,75,37301453,141,108,5,http://www.slideshare.net/PoLSangalang/the-essentials-of-hr-and-labor-law-july-24-2014-philippines,11221
2,2014-01-01,955,50,29611856,81,51,1,http://www.slideshare.net/MBHRY/osce-in-obstetricsgynecology-for-undergraduate,9242
7,2008-12-08,2805,46,830530,102,69,2,http://www.slideshare.net/elperko/social-networking-fundraising-presentation,17229
0,2011-07-15,1856,3,8606981,38,12,0,http://www.slideshare.net/elau/open-source-hardware-8606981,4851
2,2013-04-16,1215,36,18933638,161,131,41,http://www.slideshare.net/speed101/the-rise-of-the-sharing-economy,23686
1,2013-12-24,963,57,29476603,213,184,0,http://www.slideshare.net/knowmedge/internal-medicine-practice-questions-for-abim-exam-nbme-internal-medicine-shelf-exam,34299
3,2010-05-14,2283,39,4097920,117,86,0,http://www.slideshare.net/FAIMorg/alternative-and-complementary-medicine,14050
0,2016-08-12,1,0,64938023,82,59,0,http://www.slideshare.net/cxocommunity/orangees-la-transformacin-digital-en-el-sector-retail,47
8,2009-11-13,2465,34,2495456,64,31,0,http://www.slideshare.net/mochkurniawan/chapter01-managing-the-sales-force-2495456,41651
6,2015-08-24,355,390,52001911,145,112,99,http://www.slideshare.net/michaelbrenner/content-marketing-strategy-workshop,86593
2,2013-03-18,1244,35,17309942,53,23,2,http://www.slideshare.net/AnupMohan1/selling-process-17309942,34758
0,2015-08-21,358,6,51890302,75,47,0,http://www.slideshare.net/sssihmspg/aqueous-humour-dynamics,912
0,2015-10-19,299,7,54111253,84,56,34,http://www.slideshare.net/DistilledSEO/searchlove-london-2015-talia-wolf-emotional-targeting,7606
3,2014-02-10,915,51,31027981,126,95,0,http://www.slideshare.net/laichuntat/engineering-drawing-31027981,30963
4,2013-01-08,1313,5,15909578,183,151,0,http://www.slideshare.net/roebuckpastor/exposingspiritualformation-part2-15909578,11974
0,2015-10-08,310,13,53708913,69,41,37,http://www.slideshare.net/eMarketerInc/emarketer-webinar-demystifying-mobile-attribution,5917
16,2013-01-08,1313,19,15909570,250,217,0,http://www.slideshare.net/roebuckpastor/exposingspiritualformation-part1,18792
1,2011-05-19,1913,28,8029477,50,21,37,http://www.slideshare.net/rhappe/the-2011-state-of-community-management-8029477,18154
0,2014-11-19,633,55,41751632,57,29,0,http://www.slideshare.net/mielera/guidance-counseling-guidance-services,28699
1,2013-05-01,1200,21,20300940,61,32,4,http://www.slideshare.net/gzicherm/nicole-lazzaro-the-psychology-of-fun-transform-awareness-to-impact-with-the-emotions-from-play,11911
12,2009-05-13,2649,74,1426914,76,43,0,http://www.slideshare.net/101ayman/logos-tricks,52389
0,2012-03-13,1614,0,11996668,38,15,0,http://www.slideshare.net/nassanie/3q11-united-kingdom-mobile-forecast-executive-summary,492
0,2012-05-19,1547,15,12995642,108,80,0,http://www.slideshare.net/DeepikaAgrawal/summer-project-report,19129
0,2016-08-09,4,0,64824516,38,15,0,http://www.slideshare.net/IndianMarketplace/tip-top-engineering-works,79
6,2014-04-13,853,231,33478497,128,95,100,http://www.slideshare.net/wearesocialsg/social-digital-mobile-in-china-2014,152040
27,2013-08-28,1081,98,25680300,80,47,4,http://www.slideshare.net/carmelalianna/education-system-of-the-philippines,53881
0,2016-08-11,2,0,64904106,47,24,0,http://www.slideshare.net/MickBadran/world-of-iot-connected-software-and-devices-why-do-we-care,47
3,2010-01-16,2401,9,2928036,77,46,0,http://www.slideshare.net/bluish1/etkili-sunum,62111
0,2013-10-01,1047,19,26745316,47,19,0,http://www.slideshare.net/khokhersuresh/environmental-protection-green-growth,19393
37,2013-09-10,1068,606,26076967,58,25,592,http://www.slideshare.net/JakeAtwood1/20-shocking-sales-stats,283591
0,2014-07-23,752,7,37296474,41,13,0,http://www.slideshare.net/coachrube/acceleration-development-ncca-clinic-14,3382
3,2011-04-21,1941,11,7697694,64,33,0,http://www.slideshare.net/AnkitTalaulikar/good-work-attitude-ppt,23731
0,2016-08-08,5,0,64788944,29,6,0,http://www.slideshare.net/pratibha_45/global-cardiac-resynchronization-therapy-crt-devices-consumption-2016-market-consumer-health-awareness-analysis-revenues-2021,9
0,2015-04-02,499,0,46574330,32,9,0,http://www.slideshare.net/University_of_Worcester/the-university-of-worcester-guide-to-making-the-most-of-your-visit-to-a-ucas-convention,8193
0,2015-10-18,300,0,54079323,40,17,0,http://www.slideshare.net/DavidMark15/marketing-strategies-in-sports,366
3,2015-03-21,511,57,46119261,106,75,12,http://www.slideshare.net/skift/the-end-of-travel-and-the-rise-of-smart-mobility-era-part-1,14734
10,2013-02-06,1284,78,16374488,49,16,36,http://www.slideshare.net/wearesocialsg/we-are-socials-guide-to-social-digital-and-mobile-around-the-world-feb-2013,124856
19,2012-05-06,1560,78,12816130,56,23,1,http://www.slideshare.net/gadekar1986/branding-packaging-and-labeling,53094
9,2011-09-03,1806,87,9116967,57,24,3,http://www.slideshare.net/amitkishoresinha/capitalism-socialism-mixed-economy,148176
1,2015-01-15,576,95,43545482,82,53,37,http://www.slideshare.net/michaelbrenner/how-to-plan-and-build-a-successful-content-marketing-strategy,44014
0,2014-06-10,795,0,35690766,58,35,0,http://www.slideshare.net/ssuserea3d47/20120308-35690766,243
5,2015-12-10,247,157,56016175,69,36,30,http://www.slideshare.net/InspirationalMoments/how-to-develop-and-lead-an-autonomous-team-with-kris-gale-cofounder-and-cto-of-clover-health,18925
0,2010-09-26,2148,10,5293985,50,22,0,http://www.slideshare.net/maheshpadwal/trade-finance-basics,4660
0,2014-06-10,795,0,35690766,58,35,0,http://www.slideshare.net/ssuserea3d47/20120308-35690766,243
5,2015-12-10,247,157,56016175,69,36,30,http://www.slideshare.net/InspirationalMoments/how-to-develop-and-lead-an-autonomous-team-with-kris-gale-cofounder-and-cto-of-clover-health,18925
0,2010-09-26,2148,10,5293985,50,22,0,http://www.slideshare.net/maheshpadwal/trade-finance-basics,4660
1,2013-10-15,1033,35,27220546,53,24,1,http://www.slideshare.net/DentonsGlobal/bregman,38135
0,2011-04-10,1952,0,7577051,59,36,0,http://www.slideshare.net/janejeyakumar/7up-7577051,1350
0,2016-04-10,125,0,60716131,47,24,0,http://www.slideshare.net/MNZaman1/humor-60716131,193
0,2016-01-05,221,0,56685184,33,10,5,http://www.slideshare.net/CeesDeWaart/alqaida-chief-ayman-alzawahiri-the-coordinator-2016-part-1971caliphatesunnishia16,414
0,2013-11-27,990,7,28673097,50,22,0,http://www.slideshare.net/madankumar26/food-security-in-india-28673097,9544
0,2008-06-30,2966,0,492857,61,38,0,http://www.slideshare.net/uberlibrarian/mtsu-freshman-orientation,384
0,2013-02-11,1279,2,16469957,68,43,1,http://www.slideshare.net/johnprince73/hr-analytics-16469957,3860
7,2013-11-16,1001,64,28309940,45,12,1,http://www.slideshare.net/luxyzl19/folk-arts-and-design-of-luzon,84721
0,2011-07-26,1845,1,8696749,45,21,0,http://www.slideshare.net/StevenDuque/jobvite-social-recruiting-survey-results-2011-8696749,1682
8,2010-12-23,2060,43,6316920,51,18,0,http://www.slideshare.net/sheetalnarkar01/power-and-politics-6316920,12693
0,2013-11-03,1014,0,27873918,36,13,0,http://www.slideshare.net/MelindaSchoenfeldMBA/how-to-start-a-small-businessdocx,1638
0,2015-06-28,412,17,49927411,57,29,5,http://www.slideshare.net/RonaldQuileste/the-four-pillars-of-education-updated-version,3048
1,2010-03-28,2330,2,3580716,67,41,1,http://www.slideshare.net/GovernanceHome/marketing-mix-3580716,8127
1,2015-08-02,377,171,51181172,72,43,35,http://www.slideshare.net/nigelmarkdias/mobile-search-moments-from-google-nielsen,10470
3,2012-06-24,1511,20,13436703,42,11,2,http://www.slideshare.net/NurymarAbdulla/three-inherent-powers-of-the-state,68508
3,2009-10-18,2491,68,2260775,95,64,1,http://www.slideshare.net/schogglad/fundamentals-of-software-architecture-print,21345
10,2013-12-20,967,144,29405238,60,27,4,http://www.slideshare.net/godhanisarkar/google-glass-glasses-presentation-ppt,102238
3,2013-01-07,1314,85,15884235,381,350,0,http://www.slideshare.net/libfsb/food-and-beverageoperations,89065
35,2011-11-16,1732,719,10188522,92,59,135,http://www.slideshare.net/Alex.Osterwalder/creativity-world-forum-belgium,307932
2,2013-03-04,1258,50,16912718,69,39,2,http://www.slideshare.net/riahriverabarcelona/staffing-process,22206
13,2012-05-15,1551,26,12937604,58,25,0,http://www.slideshare.net/Haddies/food-processing-industry,27061
12,2011-04-05,1957,67,7521819,78,45,55,http://www.slideshare.net/jeremiah_owyang/keynote-invest-in-scalable-social-business-programs,27390
0,2014-02-23,902,55,31533979,117,89,3,http://www.slideshare.net/ibankristiyano/article-vi-legislative-department,30658
1,2011-05-25,1907,66,8099697,51,22,11,http://www.slideshare.net/medriscoll/driscoll-strata-buildingdatastartups25may2011clean,26999
1,2012-11-27,1355,2,15363646,46,20,14,http://www.slideshare.net/PNicastri/investor-relations-social-media,3492
0,2013-07-02,1138,0,23824440,48,25,1,http://www.slideshare.net/RosalindWarner/spaghetti-without-the-sauce,309
1,2012-02-01,1655,11,11366801,77,48,1,http://www.slideshare.net/jeremycod/consuming-restful-services-in-php,18776
2,2008-09-17,2887,12,602885,41,11,0,http://www.slideshare.net/rize92/types-of-software-presentation,109962
0,2010-04-06,2321,13,3653393,55,27,1,http://www.slideshare.net/RecruitingBlog/six-sigma-recruiting,10154
4,2013-01-27,1294,31,16199394,55,23,0,http://www.slideshare.net/IBBEdiRAAX/strategic-human-resource-management-16199394,42326
32,2011-03-12,1981,551,7240080,89,55,199,http://www.slideshare.net/mrcoryjim/tedx-presentation-design-tips-ep,209169
0,2016-04-25,110,3,61324588,73,47,8,http://www.slideshare.net/hpcsport/velocity-based-training-61324588,3596
0,2013-10-22,1026,1,27466292,45,21,0,http://www.slideshare.net/FitSmallBusiness/top-5-places-to-advertise-a-job-s,52585
0,2011-08-16,1824,1,8866050,45,21,0,http://www.slideshare.net/samantha1001/literary-devices-8866050,4683
0,2016-03-01,165,4,58913514,41,14,53,http://www.slideshare.net/MHIGlobal/forecast-accuracy-frontline-sales-managers,3322
4,2013-09-23,1055,207,26472509,108,76,35,http://www.slideshare.net/mariusursache/productivity-porn,84500
0,2014-06-09,796,14,35641367,139,111,0,http://www.slideshare.net/aknigin/digital-communicationunit-3,5928
0,2016-03-22,144,0,59853936,31,8,0,http://www.slideshare.net/KatrinaPerry2/communication-plan-59853936,295
0,2014-04-24,842,1,33885935,68,44,8,http://www.slideshare.net/biztalk360/when-to-use-what-a-look-at-choosing-integration-technology,1722
0,2016-08-10,3,0,64870271,32,9,0,http://www.slideshare.net/SimonStronach/ebooknonprofitmissionpossible-64870271,11
0,2015-03-30,502,2,46474905,37,12,0,http://www.slideshare.net/biztalk360/the-top-integration-features-you-probably-didnt-know-existed-in-service-bus,1250
0,2015-08-06,373,6,51366765,54,26,0,http://www.slideshare.net/ksumatarted/welcome-to-art-ms-and-hs,9889
13,2013-09-20,1058,63,26386830,106,73,27,http://www.slideshare.net/priyanka2512dolly/digital-marketing-basics-and-trends,33860
5,2011-02-04,2017,93,6814873,55,22,0,http://www.slideshare.net/ruchispandey/introduction-to-environmental-studies,40055
23,2013-09-17,1061,693,26267183,54,21,291,http://www.slideshare.net/McK_CMSOForum/customer-experience-journey-webinar-v10-091713,176422
3,2011-08-13,1827,7,8843929,56,25,3,http://www.slideshare.net/bright9977/popeyes-life-quotes-8843929,13373
1,2014-06-01,804,54,35361760,60,31,41,http://www.slideshare.net/TineThygesen/mobile-marketing-essentials-for-hotels-5-easy-steps,13380
0,2016-05-07,98,18,61774059,111,83,37,http://www.slideshare.net/peterme/12-qualities-of-effective-design-organizations,2370
0,2014-10-23,660,5,40646369,44,16,0,http://www.slideshare.net/healthcatalyst1/hadoop-in-healthcare-a-nononsense-q-and-a,35245
8,2010-05-13,2284,52,4091697,54,21,1,http://www.slideshare.net/ArnelSSI/introduction-to-political-science,35685
26,2014-03-04,893,149,31915033,85,52,751,http://www.slideshare.net/toprank/smmw14-ebook-38-social-media-marketing-tips-from-top-experts-brands,136228
0,2015-10-18,300,8,54073442,61,33,0,http://www.slideshare.net/SathmicaK/power-and-politics-in-an-organization,1145
0,2012-06-23,1512,8,13431812,151,123,0,http://www.slideshare.net/001971/politicsgovernance,11135
7,2013-02-27,1263,98,16798687,66,33,86,http://www.slideshare.net/dtunkelang/how-to-interview-a-data-scientist,94686
17,2009-09-26,2513,101,2071447,80,47,4,http://www.slideshare.net/singhvivek6/14-tips-to-present-awesome-charts-2071447,155820
2,2009-04-18,2674,44,1310129,48,18,0,http://www.slideshare.net/nawalnader/literary-devices-1310129,15012
1,2011-11-17,1731,22,10211901,73,44,0,http://www.slideshare.net/rajendranabar/menu-pricing,31034
7,2013-06-30,1140,106,23703165,39,6,1,http://www.slideshare.net/crisenciopaner/practice-test-in-professional-education,46999
0,2016-01-07,219,0,56789017,34,11,0,http://www.slideshare.net/shaury55verma/digital-india-new-indianext-india,268
0,2013-04-10,1221,16,18548446,49,21,16,http://www.slideshare.net/IntranetMatters/digital-workplace-framework,4586
1,2012-11-18,1364,41,15236859,40,11,4,http://www.slideshare.net/MarkFredderickAbejo/dec-2012-nle-tips-ms-a,340906
27,2016-03-21,145,313,59805087,50,17,11,http://www.slideshare.net/ChromeInfotech/rumors-about-apple-march-21-event,42384
1,2013-06-16,1154,90,23089979,56,27,72,http://www.slideshare.net/bigfishpresentations/25-23089979,37883
1,2014-01-08,948,43,29802697,59,30,0,http://www.slideshare.net/radzmelsaji/peace-education-29802697,21688
2,2015-02-02,558,73,44150012,53,23,0,http://www.slideshare.net/rr140688/lifi-ppt,18443
10,2015-10-06,312,414,53577701,84,50,22,http://www.slideshare.net/stevescottsite/44-experts-share-daily-health-habits,36780
1,2012-07-30,1475,33,13808367,72,43,1,http://www.slideshare.net/tirp9999/interactive-studentnotebooks-ppt,20366
1,2012-08-01,1473,3,13828474,69,42,9,http://www.slideshare.net/idBlackKnight/faith-religion-and-brands-13828474,29996
0,2013-07-09,1131,4,24061416,60,33,0,http://www.slideshare.net/XebiaFrance/ask-bigger-questions-with-cloudera-and-apache-hadoop-big-data-day-paris,7845
3,2010-12-01,2082,56,5994259,44,13,0,http://www.slideshare.net/crisbertc/internal-medicine-apm,12964
0,2012-11-16,1366,0,15212483,35,12,0,http://www.slideshare.net/tabbforum/instinet-radid-fire-nov-13,306
7,2015-02-02,558,445,44154772,87,54,50,http://www.slideshare.net/rosssimmonds/how-to-deliver-presentations-that-actually-drive-sales-44154772,33732
0,2012-04-05,1591,42,12289843,67,39,3,http://www.slideshare.net/tutor2u/buss4-business-ethics,46460
0,2012-10-11,1402,4,14679171,96,69,0,http://www.slideshare.net/KevinCruz1/introduction-to-social-entrepreneurship-14679171,3859
5,2012-03-23,1604,62,12128907,45,12,1,http://www.slideshare.net/AMWAYIBO/amway-business-plan,74652
1,2013-11-18,999,39,28380027,53,23,32,http://www.slideshare.net/CMI/content-marketing-in-australia-2014-benchmarks-budgets-trends,89322
0,2013-05-05,1196,3,20592547,41,15,0,http://www.slideshare.net/nareshsoni9/self-and-peer-evaluation-20592547,5799
41,2013-10-11,1037,624,27090735,78,45,1159,http://www.slideshare.net/jeremiah_owyang/the-future-of-business-models,289312
0,2014-10-15,668,105,40286902,219,191,0,http://www.slideshare.net/WalnutQuizzes/open-general-quiz-20-iit-bombay-finals,18484
6,2015-12-07,250,125,55878676,56,22,7,http://www.slideshare.net/paulgordonbrown/though-the-lens-of-an-iphone-alaska,10624
0,2012-09-22,1421,7,14406424,46,18,0,http://www.slideshare.net/anvirmil/types-of-speeches-14406424,27151
36,2014-02-06,919,69,30899133,113,80,0,http://www.slideshare.net/skvemula/presentation-on-data-integrity-in-pharmaceutical-industry,36301
22,2011-08-30,1810,236,9075189,62,29,107,http://www.slideshare.net/jeremiah_owyang/social-readiness-how-advanced-companies-prepare,299704
1,2009-05-04,2658,9,1384812,56,27,0,http://www.slideshare.net/workosaur/indian-textile-industry-presentation-010709,8083
0,2008-11-06,2837,4,729286,55,28,0,http://www.slideshare.net/DanHrstich/branches-of-government-presentation,11857
83,2015-05-27,444,97,48674690,58,25,101,http://www.slideshare.net/Slideshare/what-to-upload,1584183
2,2015-12-07,250,38,55901014,70,40,19,http://www.slideshare.net/HavasSE/havas-sports-entertainment-2016-marketing-trends-55901014,16309
3,2010-04-22,2305,21,3815743,41,10,0,http://www.slideshare.net/Agcristi/erp-powerpoint-presentation,43729
4,2007-10-01,3239,7,123058,63,31,0,http://www.slideshare.net/mgirouard/creating-and-consuming-web-services-in-php-5,36018
4,2009-10-18,2491,20,2269369,87,55,3,http://www.slideshare.net/dahogan/investor-relations-and-social-media-2269369,25008
31,2016-01-14,212,924,57071630,76,42,234,http://www.slideshare.net/PegFitzpatrick/how-to-grow-your-instagram-using-analytics,52518
